name,mes,maxC,minC,rocioC,hum_rel,velo_vien_kph,vien_grad_sex,nubosidad%,radiac_solar_watios_m2,energ_solar_MJ_m2,clase hoy,clase manana
Lima,2,26.1,18.9,19.5,87.2,24.1,173.4,66.3,265.4,22.8,lluvioso,lluvioso
Lima,2,26.1,19.1,19.3,82.8,22.3,174.3,83,241.3,20.7,lluvioso,lluvioso
Lima,2,25.1,19.9,19.6,84.4,29.5,169,74.1,242,20.9,lluvioso,lluvioso
Lima,2,25.1,19.1,19.3,85.9,27.7,171.5,75,269.2,23.3,lluvioso,lluvioso
Lima,3,25.1,19.7,19.1,84.4,24.1,186.3,76,262.3,22.6,lluvioso,lluvioso
Lima,3,25.1,18.7,19.1,85,29.5,170,77,250.1,21.7,lluvioso,lluvioso
Lima,3,25.2,19.1,19,83.7,25.9,169.7,78.7,260.9,22.7,lluvioso,lluvioso
Lima,3,25.1,20.4,19,81.2,24.1,175,83.5,235.2,20.5,lluvioso,lluvioso
Lima,3,25.1,19.1,18.8,83.6,18.4,189.7,85.5,178.8,15.3,lluvioso,lluvioso
Lima,3,24.2,19.1,18.4,84.2,18.4,193.9,85.7,185.8,16.1,lluvioso,lluvioso
Lima,3,25.1,18.9,18.5,81.2,27.7,171.5,81.5,221.2,19,lluvioso,lluvioso
Lima,3,27.1,19.1,18.8,80,14.8,195.4,78.9,262.4,22.7,lluvioso,lluvioso
Lima,3,28.1,19.1,18.6,80,18.4,192.3,81,231.4,19.9,lluvioso,lluvioso
Lima,3,26.1,19.1,18.7,82.6,22.3,185,76.3,251.4,21.7,lluvioso,lluvioso
Lima,3,25.1,19.1,18.9,85.2,24.1,183.2,77.2,233.5,20.1,lluvioso,lluvioso
Lima,3,26.1,19.1,18.9,85.1,13,202,85.4,153,13.2,lluvioso,lluvioso
Lima,3,27.1,18.7,18.5,81.5,14.8,186.9,76.4,218.3,18.7,lluvioso,lluvioso
Lima,3,26.1,19.6,18.7,80.5,18.4,178.8,58.3,242.9,20.9,lluvioso,lluvioso
Lima,3,25.1,19.7,19.1,82.6,14.8,222.4,68.2,235.8,20.2,lluvioso,lluvioso
Lima,3,25.1,20.1,19.3,83.7,14.8,208.6,81.1,204.7,17.8,lluvioso,lluvioso
Lima,3,25.4,20.7,19,79.2,14.8,207.7,74.9,202.2,17.3,lluvioso,lluvioso
Lima,3,26.6,20.1,18.9,78.8,24.1,178.5,79.1,214.1,18.5,lluvioso,lluvioso
Lima,3,26.1,20.1,18.7,81.4,22.3,176.3,81.3,214.8,18.3,lluvioso,lluvioso
Lima,3,26.1,20.1,18,79.5,20.5,192.8,84.5,222,19.4,lluvioso,lluvioso
Lima,3,25.7,18.9,18.3,84.2,14.8,193.7,76.9,179.2,15.5,lluvioso,lluvioso
Lima,3,22.4,18.6,18.4,87.8,16.6,283.5,77.7,214.1,18.6,lluvioso,lluvioso
Lima,3,25.1,19.1,18.8,86.1,14.8,243.3,77.8,239.4,20.7,lluvioso,lluvioso
Lima,3,25.7,18.7,18.6,85,18.4,184,62.2,228.3,19.8,lluvioso,lluvioso
Lima,3,26.1,19.1,18.8,83.3,16.6,185.8,63.5,236.1,20.6,lluvioso,lluvioso
Lima,3,26.1,19.1,18.9,87.1,16.6,200.8,76.7,238.1,20.7,lluvioso,lluvioso
Lima,3,25.1,19.9,19.1,85.3,16.6,221.6,65.8,230.9,20,lluvioso,lluvioso
Lima,3,24.1,19.1,18.5,85.8,16.6,221.9,54,230.2,19.9,parcialmente nublado,lluvioso
Lima,3,24.7,18.6,18.2,85.3,27.7,179.5,67.7,234.2,20.4,lluvioso,parcialmente nublado
Lima,3,25.1,18.9,18,83.1,20.5,189.6,66.6,207.3,17.9,lluvioso,lluvioso
Lima,3,24.2,18.6,17.4,79.2,22.3,177.5,44,222.6,19.2,lluvioso,lluvioso
Lima,4,25.1,19.7,17.7,77.9,16.6,184.3,71.4,197.6,17.2,lluvioso,lluvioso
Lima,4,25.2,19.1,17.9,80.4,22.3,175.8,77.4,160.8,13.9,lluvioso,lluvioso
Lima,4,26.1,18.7,17.8,78.1,24.1,171.9,80.5,142.3,12.2,lluvioso,lluvioso
Lima,4,24.9,19.1,18.2,82.1,22.3,175,79.2,157.5,13.6,lluvioso,lluvioso
Lima,4,25.1,19.1,18.3,81.2,16.6,194.3,78.8,195.4,16.8,lluvioso,lluvioso
Lima,4,26.1,19.1,18.4,80.9,14.8,201.5,82.2,213.8,18.6,lluvioso,lluvioso
Lima,4,23.1,18.1,18.4,88.1,18.4,299.2,60.7,219.5,19,lluvioso,lluvioso
Lima,4,24.2,19.1,18.5,83.2,14.8,265.5,80,192.7,16.5,lluvioso,lluvioso
Lima,4,27.1,19.7,18.4,80.3,16.6,194.4,76.3,164.5,14.1,lluvioso,lluvioso
Lima,4,24.9,20.1,18.5,79.9,24.1,173.1,76.3,222.4,19.4,lluvioso,lluvioso
Lima,4,23.2,19,18.2,83.7,22.3,181.8,68.7,257.4,22.2,parcialmente nublado,lluvioso
Lima,4,22.1,18.1,17.8,88.3,16.6,251.7,73.3,186.5,16.2,parcialmente nublado,parcialmente nublado
Lima,4,22.1,17.9,17.4,88.1,14.8,227.5,76,183.7,15.9,lluvioso,parcialmente nublado
Lima,4,25.1,17.1,17.6,85.6,14.8,231.4,39.4,165.1,14.2,parcialmente nublado,lluvioso
Lima,4,25.9,18.1,17.5,84.4,16.6,204.8,37,212.1,18.4,parcialmente nublado,parcialmente nublado
Lima,4,24.1,17.1,17.4,83.2,18.4,193.6,43.7,215,18.6,parcialmente nublado,parcialmente nublado
Lima,4,25.1,17.9,17.2,78.7,27.7,172.7,38.6,213.3,18.4,parcialmente nublado,parcialmente nublado
Lima,4,25.1,17.7,17.2,79.8,24.1,170.7,44.6,211.9,18.3,parcialmente nublado,parcialmente nublado
Lima,4,23.1,17.7,17.1,84.7,18.4,201.7,50.8,206,17.9,lluvioso,parcialmente nublado
Lima,4,23.1,17.1,17.1,86.4,13,213.9,65.5,197,17,parcialmente nublado,lluvioso
Lima,4,22.9,17.7,17.7,86.5,13,258.4,32.6,209.5,18.1,lluvioso,parcialmente nublado
Lima,4,27.1,18.1,17.3,78.5,22.3,179.7,20.7,209.5,18.2,parcialmente nublado,lluvioso
Lima,4,25.1,17.9,17.8,82.4,14.8,190.7,38,209.6,18,lluvioso,parcialmente nublado
Lima,4,25.2,19.1,17.9,80.8,16.6,196.2,57.6,190.3,16.4,lluvioso,lluvioso
Lima,4,25.4,19.1,18,82.1,16.6,189.5,80,190.3,16.5,lluvioso,lluvioso
Lima,4,25.1,19.1,17.6,80.5,20.5,186.5,76.8,181.7,15.7,lluvioso,lluvioso
Lima,4,23.9,18.6,18.1,85.3,18.4,178.6,60.8,199.2,17.1,lluvioso,lluvioso
Lima,4,24.4,19.1,18.2,84.2,18.4,187.5,68.6,147.6,12.6,lluvioso,lluvioso
Lima,4,23.1,18.9,18.1,86.8,22.3,172.2,75,103.5,9,lluvioso,lluvioso
Lima,4,22.7,18.1,17.6,85.1,31.7,169.3,61.6,168.2,14.5,lluvioso,lluvioso
Lima,5,22.4,17.7,16.9,83.4,24.1,171.9,62.2,168.5,14.6,parcialmente nublado,lluvioso
Lima,5,22.1,17.1,16.9,84.9,20.5,220.7,45.3,197.7,17.3,lluvioso,parcialmente nublado
Lima,5,22.1,17.1,16.7,85.6,20.5,188,46.3,196.3,17,parcialmente nublado,lluvioso
Lima,5,23.1,17.1,16.5,85.1,14.8,247.5,51.9,93.5,8,lluvioso,parcialmente nublado
Lima,5,22.1,16.1,16.3,89.3,16.6,199.4,39.6,163.7,14.2,parcialmente nublado,lluvioso
Lima,5,23.1,16.1,16.9,85.8,24.1,183.5,34.1,188.1,16.3,lluvioso,parcialmente nublado
Lima,5,21.1,17.1,17.2,87.5,29.5,169.3,46,175.1,15.2,parcialmente nublado,lluvioso
Lima,5,26.1,18.6,17.7,80.6,16.6,181.7,77.7,163.8,14.2,lluvioso,parcialmente nublado
Lima,5,23.1,18.7,17.6,83.1,29.5,170.5,53.2,196.7,17,lluvioso,lluvioso
Lima,5,22.1,17.1,17.3,92,18.4,171.1,83.5,161,13.9,parcialmente nublado,lluvioso
Lima,5,20.1,16.9,16.7,92.1,14.8,234.4,91.3,123.5,10.8,lluvioso,parcialmente nublado
Lima,5,22.1,17.7,16.4,85.6,16.6,185.7,84.6,135.1,11.7,lluvioso,lluvioso
Lima,5,20.1,17.1,16,86.6,20.5,173.9,83.8,83.2,7.2,lluvioso,lluvioso
Lima,5,23.2,16.7,16.2,82.9,24.1,171.6,48,165.8,14.4,parcialmente nublado,lluvioso
Lima,5,24.1,16.1,16.7,80.4,18.4,171.7,41.8,185.6,16.2,parcialmente nublado,parcialmente nublado
Lima,5,23.1,17.1,16.8,83.8,25.9,168.1,70.3,172.2,14.9,lluvioso,parcialmente nublado
Lima,5,21.9,16.1,16.2,87.2,20.5,172.4,55.8,137.9,11.9,parcialmente nublado,lluvioso
Lima,5,20.6,16.1,15.3,85.1,16.6,263.2,70.3,138.1,11.9,lluvioso,parcialmente nublado
Lima,5,20.2,16.1,15.5,87.1,14.8,241.2,54.2,170.3,14.7,parcialmente nublado,lluvioso
Lima,5,22.1,15.9,15.8,87.4,18.4,187.4,46.6,171.8,15,parcialmente nublado,parcialmente nublado
Lima,5,20.4,15.9,15.7,87,22.3,174.5,29.9,175.1,15.2,parcialmente nublado,parcialmente nublado
Lima,5,20.4,16.1,15.7,88.1,22.3,166,79.2,141.4,12.3,parcialmente nublado,parcialmente nublado
Lima,5,21.1,17.1,16.2,86.5,18.4,172.3,98.3,107.3,9.3,lluvioso,parcialmente nublado
Lima,5,21.1,17.1,16.1,85.6,16.6,189.8,100,98,8.5,nublado,lluvioso
Lima,5,19.1,17.1,16,87.5,18.4,179.9,100,62.7,5.4,nublado,nublado
Lima,5,21.1,17.6,15.5,81.6,20.5,178.1,93.3,82.4,7.1,lluvioso,nublado
Lima,5,19.7,16.9,15.4,84.7,14.8,195.5,82.5,138.3,12,parcialmente nublado,lluvioso
Lima,5,18.9,15.1,14.9,88.1,13,196.6,73.9,104.9,9.1,parcialmente nublado,parcialmente nublado
Lima,5,17.4,15.7,15.1,92.3,18.4,178.4,100,73,6.2,nublado,parcialmente nublado
Lima,5,18.1,15.7,15.5,94,14.8,189.9,100,68.5,6,nublado,nublado
Lima,5,18.1,15.6,15,89.9,16.6,201.7,97.9,72,6,lluvioso,nublado
Lima,6,18.1,15.7,15.1,89.4,22.3,322.2,99.2,55.3,4.6,lluvioso,lluvioso
Lima,6,21.1,15.7,14.6,82.6,14.8,209.1,76.4,86.4,7.3,lluvioso,lluvioso
Lima,6,21.1,15.1,15.3,87.5,16.6,183.3,81.5,93.1,8,lluvioso,lluvioso
Lima,6,19.1,16.1,15.9,91.6,14.8,218.9,94.6,94.3,8,lluvioso,lluvioso
Lima,6,18.4,16.1,15.9,93,9.4,234.2,99.4,48.3,4.1,lluvioso,lluvioso
Lima,6,19.1,16.1,15.7,88.8,9.4,213.7,100,34.8,2.9,nublado,lluvioso
Lima,6,19.1,16.7,15.7,89.5,16.6,187.9,100,52.7,4.5,nublado,nublado
Lima,6,19.4,16.1,15.5,87.4,14.8,176.2,99.6,66,5.8,nublado,nublado
Lima,6,19.1,15.9,15.5,89.4,13,233.7,100,37.3,3.3,lluvioso,nublado
Lima,6,19.1,16.1,15.1,86.1,22.3,161.3,100,44,3.7,lluvioso,lluvioso
Lima,6,18.2,16.1,15,88.5,20.5,169.2,100,41,3.4,nublado,lluvioso
Lima,6,18.1,15.9,15,89.9,14.8,215.5,100,32.4,2.8,lluvioso,nublado
Lima,6,18.1,16.1,15.1,88.3,20.5,170.5,100,35.5,3.1,nublado,lluvioso
Lima,6,18.1,16.1,15.1,89.6,16.6,175,100,41.7,3.6,nublado,nublado
Lima,6,18.1,15.1,14.9,90.8,14.8,297.9,100,32.8,2.8,lluvioso,nublado
Lima,6,18.1,15.1,14.7,88,16.6,170.4,100,61.5,5.3,lluvioso,lluvioso
Lima,6,17.1,16.1,14.9,89.8,18.4,173,100,34.2,2.9,nublado,lluvioso
Lima,6,17.4,15.1,14.8,91.6,11.2,225.1,100,48.5,4.1,nublado,nublado
Lima,6,17.2,15.1,14.3,89,18.4,189,100,48.8,4.1,nublado,nublado
Lima,6,18.1,15.1,14.3,86.8,16.6,248,100,36.4,3.1,lluvioso,nublado
Lima,6,19.1,16.1,14,80.7,22.3,165.7,100,74.7,6.6,lluvioso,lluvioso
Lima,6,18.2,15.1,14.6,86.9,18.4,169.7,100,39.9,3.3,lluvioso,lluvioso
Lima,6,18.7,16.1,14.2,82.7,22.3,158.5,100,46.9,4,lluvioso,lluvioso
Lima,6,19.1,16.1,14,80.7,20.5,162.3,100,51.3,4.4,lluvioso,lluvioso
Lima,6,19.7,16.1,14.1,81.2,21.6,179.3,97.1,122.9,10.5,nublado,lluvioso
Lima,6,18.1,16.1,14.2,84,16.6,196.5,100,51.9,4.4,nublado,nublado
Lima,6,18.6,16.1,14,81.7,14.8,249.2,100,47.6,3.9,lluvioso,nublado
Lima,6,19.1,16.7,14.7,83.8,16.6,177.6,100,38.5,3.3,lluvioso,lluvioso
Lima,6,19.1,16.4,15,86.1,18,186.7,99.6,48.1,4.4,nublado,lluvioso
Lima,6,20.1,16.1,15.2,86.4,20.5,168,99.2,56.3,4.8,nublado,nublado
Lima,7,20.1,16.1,14.7,85.3,32.4,166.2,82.5,66.8,5.8,parcialmente nublado,nublado
Lima,7,19.1,15.7,14.3,84,24.1,165.4,89.9,74.7,6.4,parcialmente nublado,parcialmente nublado
Lima,7,20.1,15.7,13.9,79.6,18.4,177.3,87.8,103.7,8.9,parcialmente nublado,parcialmente nublado
Lima,7,18.1,16.1,14.3,83.5,20.5,171.5,100,42.1,3.6,lluvioso,parcialmente nublado
Lima,7,18.7,16.1,14.4,84.3,20.5,162.9,100,61.5,5.1,nublado,lluvioso
Lima,7,18.4,15.7,14.8,86.7,16.6,200.1,100,42.8,3.7,lluvioso,nublado
Lima,7,18.2,15.1,14.8,88.2,9.4,223.7,100,33.8,2.7,lluvioso,lluvioso
Lima,7,19.1,16.1,14.4,81.5,14.8,247.9,100,43.1,3.6,lluvioso,lluvioso
Lima,7,19.1,15.9,15.2,88.6,14.8,169.5,99.6,48.9,4.1,lluvioso,lluvioso
Lima,7,19.1,16.7,14.4,82.3,18.4,174.3,100,40,3.3,lluvioso,lluvioso
Lima,7,20.1,15.7,14.6,83.6,18.4,173.6,92.5,91.4,8,lluvioso,lluvioso
Lima,7,19.2,13.2,14.8,86.4,16.6,186.4,92.5,91,8,nublado,lluvioso
Lima,7,20.1,16.9,15.4,85.9,16.6,188.6,90,94.2,8.2,parcialmente nublado,nublado
Lima,7,19.1,16.1,15.2,88,14.8,183.6,100,59.8,5.1,nublado,parcialmente nublado
Lima,7,18.1,15.7,15,89,14.8,182.4,100,33,2.8,nublado,nublado
Lima,7,19.1,15.7,14.5,85.1,18.4,186.2,100,60.8,5.2,nublado,nublado
Lima,7,19.1,16.1,14.2,82.8,24.1,172.5,99.6,55.5,4.8,lluvioso,nublado
Lima,7,18.1,15.1,14.4,85.6,24.1,166.6,100,50.5,4.2,lluvioso,lluvioso
Lima,7,21.1,15.4,14.3,81,27.7,172.2,78.2,139.7,11.9,lluvioso,lluvioso
Lima,7,18.1,16.1,15.1,88,21.6,198,100,41.3,3.5,lluvioso,lluvioso
Lima,7,18.2,15.9,15,88,14.8,194.1,99.4,39.6,3.4,lluvioso,lluvioso
Lima,7,18.1,15.7,15.1,89.2,18.4,177.1,100,33.8,2.8,lluvioso,lluvioso
Lima,7,18.1,15.6,14.9,87.9,9.4,234.5,100,50.2,4.2,nublado,lluvioso
Lima,7,18.1,15.1,15.3,90.1,16.6,185.9,100,36.1,3.1,lluvioso,nublado
Lima,7,19.1,15.9,15.1,89.8,16.6,174.1,100,48.9,4.1,nublado,lluvioso
Lima,7,18.1,15.1,14.7,87.3,14.8,174,100,47.3,3.8,nublado,nublado
Lima,7,18.6,15.4,14.8,88.7,20.5,166.5,100,43.4,3.7,nublado,nublado
Lima,7,17.2,15.7,14.5,88.7,14.8,282.1,99.2,39.7,3.4,nublado,nublado
Lima,7,17.2,15.1,14.3,87.7,14.8,182.1,100,40,3.5,lluvioso,nublado
Lima,7,18.1,15.1,14,86.6,20.5,182,99.6,126.9,10.9,nublado,lluvioso
Lima,7,17.2,15.1,13.9,85.4,14.8,189.7,92.1,51.3,4.6,nublado,nublado
Lima,8,18.8,15.7,13.4,80,24.1,172.4,89.9,161.4,14,parcialmente nublado,nublado
Lima,8,18.1,15.7,14.3,86.6,24.1,166.7,96,57.1,4.7,nublado,parcialmente nublado
Lima,8,18.1,15.6,14.1,85.3,18.4,180.7,100,43.2,3.9,lluvioso,nublado
Lima,8,18.1,15.9,14.5,87.8,25.9,165.4,99.2,44.8,3.9,nublado,lluvioso
Lima,8,18.1,15.1,14,85.9,22.3,169.3,97.5,50.6,4.4,lluvioso,nublado
Lima,8,17.1,15.1,13.9,86.7,18.4,178.4,100,43.8,3.7,lluvioso,lluvioso
Lima,8,18.2,15.1,14,87.5,20.5,170.3,96.8,67.7,5.8,lluvioso,lluvioso
Lima,8,18.1,15.1,14,87.4,14.8,228.5,100,46.8,4,nublado,lluvioso
Lima,8,18.1,14.9,14.1,87.1,18.4,178.3,97.8,50.3,4.3,nublado,nublado
Lima,8,17.4,15.1,13.9,85.5,14.8,174.6,97.2,57.8,5.1,nublado,nublado
Lima,8,18.9,15.6,13.6,83,16.6,173.1,96.2,67.9,5.7,nublado,nublado
Lima,8,18.1,15.9,13.8,83.6,20.5,168.2,100,57.6,5,nublado,nublado
Lima,8,18.1,15.1,13.9,86.4,18.4,171.1,100,52.4,4.5,nublado,nublado
Lima,8,18.1,15.7,13.6,81.9,14.8,259.3,100,64,5.5,lluvioso,nublado
Lima,8,20.1,16.1,13.9,80.9,18.4,179.4,73.1,111.3,9.6,parcialmente nublado,lluvioso
Lima,8,19.1,15.9,14.1,82.7,25.9,166.1,97.1,70.8,6.3,nublado,parcialmente nublado
Lima,8,19.1,15.6,14.6,87.8,20.5,170.7,100,71.1,6.1,nublado,nublado
Lima,8,18.1,15.1,14.1,87.8,27.7,167.9,100,54.7,4.7,nublado,nublado
Lima,8,18.4,14.9,13.6,83.7,14.8,188.7,96.3,181,15.6,lluvioso,nublado
Lima,8,20.1,13.6,13.8,82.4,29.5,166.4,66.5,149.7,13,parcialmente nublado,lluvioso
Lima,8,18.1,14.9,14.1,87,20.5,168.6,92.7,49.9,4.2,nublado,parcialmente nublado
Lima,8,19.1,15.1,13.9,85.2,24.1,172.8,99.3,222.7,19.1,lluvioso,nublado
Lima,8,19.1,15.1,13.8,84.8,22.3,172.4,98.8,213.4,18.5,lluvioso,lluvioso
Lima,8,19.1,15.1,14,83.7,18.4,173.6,100,78.3,6.9,lluvioso,lluvioso
Lima,8,19.1,15.4,14,82.1,18.4,180.5,100,91,8,lluvioso,lluvioso
Lima,8,18.2,14.9,14,84.6,18.4,171.9,95,62.3,5.4,lluvioso,lluvioso
Lima,8,20.2,15.1,13.7,82.4,22.3,174.6,90,111,9.5,lluvioso,lluvioso
Lima,8,18.1,15.1,14,86.2,22.3,174.5,100,64.5,5.5,nublado,lluvioso
Lima,8,18.1,15.1,14,85.3,18.4,172.8,100,53.2,4.4,lluvioso,nublado
Lima,8,19.6,15.1,13.7,80.9,22.3,170,97.5,121.4,10.5,nublado,lluvioso
Lima,8,17.4,15.7,13.5,82.4,18.4,176.3,100,45.3,4,nublado,nublado
Lima,9,21.1,15.7,13.2,77.3,25.9,177.4,83.2,141.7,12.3,lluvioso,nublado
Lima,9,20.1,16.1,13.4,77.8,16.6,221.5,86.5,118.3,10.3,lluvioso,lluvioso
Lima,9,19.1,16.1,14,81.3,16.6,180.9,100,99.6,8.7,nublado,lluvioso
Lima,9,19.2,16.1,14.3,83.4,13,180.6,84.2,60.4,5.3,parcialmente nublado,nublado
Lima,9,20.1,16.1,14.1,81,25.9,168.6,65.3,115.2,10,parcialmente nublado,parcialmente nublado
Lima,9,19.1,15.1,14.5,86.7,22.3,167.9,93.7,60.6,5.3,nublado,parcialmente nublado
Lima,9,20.1,15.7,14.7,86.5,27.7,164.3,98.3,90.8,7.9,nublado,nublado
Lima,9,20.1,16.1,14.9,85.8,22.3,173.1,97.1,113.9,9.9,nublado,nublado
Lima,9,19.1,15.1,14.8,87.3,20.5,187.1,100,81.3,7.1,lluvioso,nublado
Lima,9,18.6,15.1,14.7,89.5,14.8,178.8,100,61.8,5.3,lluvioso,lluvioso
Lima,9,20.1,15.1,14.5,85.9,22.3,169.1,99.6,64.8,5.5,lluvioso,lluvioso
Lima,9,19.1,15.1,14,83.9,24.1,172.4,99.6,78.8,6.7,lluvioso,lluvioso
Lima,9,20.1,15.1,14,81.3,20.5,178.8,89.8,131.4,11.5,parcialmente nublado,lluvioso
Lima,9,18.1,15.6,14.2,84.6,22.3,177.6,96.7,62.3,5.5,nublado,parcialmente nublado
Lima,9,20.1,16.1,14.2,82.6,24.1,168.1,82.6,200.8,17.6,parcialmente nublado,nublado
Lima,9,19.1,15.4,14.5,85.7,22.3,171.1,85.8,117.6,10,lluvioso,parcialmente nublado
Lima,9,19.7,15.9,13.5,77.4,15.8,178.6,37,282.8,24.5,lluvioso,lluvioso
Lima,9,18.4,15.6,14.2,84.7,18.4,175.9,91,61,5.3,nublado,lluvioso
Lima,9,17.7,15.1,13.7,83.6,14.8,190.4,85,62.7,5.5,lluvioso,nublado
Lima,9,18.1,15.1,13.7,83.5,13,264.8,87.7,69.7,6,lluvioso,lluvioso
Lima,9,20.1,15.1,13.9,83.2,14.8,199.6,79.5,114.3,9.7,parcialmente nublado,lluvioso
Lima,9,19.1,16.1,14.2,83.8,25.9,169.7,83.7,109.2,9.4,parcialmente nublado,parcialmente nublado
Lima,9,19.1,15.7,14.4,85.4,20.5,175.8,98.8,100.3,8.8,nublado,parcialmente nublado
Lima,9,19.1,15.7,14.5,85.5,16.6,183.6,100,159.2,13.7,nublado,nublado
Lima,9,19.1,15.1,14.1,84.2,24.1,175.6,95,75.2,6.5,lluvioso,nublado
Lima,9,19.1,15.1,14.1,83,18.4,187.1,90.8,97.8,8.2,nublado,lluvioso
Lima,9,20.1,16.1,14.7,84.8,24.1,168.3,92.5,125.8,11,nublado,nublado
Lima,9,20.1,16.1,14.5,83.6,20.5,178.3,94.6,87.2,7.5,nublado,nublado
Lima,9,20.1,15.7,14.7,84.4,22.3,174,90.8,135.4,11.8,lluvioso,nublado
Lima,9,20.1,16.1,14.6,83.3,24.1,175.8,86.3,161.9,13.9,lluvioso,lluvioso
Lima,10,19.1,15.9,14.1,83.3,22.3,182.6,87,90.8,8,parcialmente nublado,lluvioso
Lima,10,20.1,15.6,14.6,84.1,16.6,207.8,76.8,205.4,17.7,parcialmente nublado,parcialmente nublado
Lima,10,22.6,16.7,15.1,81.4,18.4,182.6,93.3,142.3,12.4,lluvioso,parcialmente nublado
Lima,10,22.1,16.7,15.5,81,18.4,189.7,80.9,210.1,18,lluvioso,lluvioso
Lima,10,21.1,17.1,15.8,85.5,22.3,170.1,99.2,69,6.1,nublado,lluvioso
Lima,10,21.1,16.6,16,87.3,16.6,228.2,98.8,78,6.7,nublado,nublado
Lima,10,20.9,16.7,16.8,91.4,14.8,202.4,100,59.3,5,lluvioso,nublado
Lima,10,22.2,17.9,16,81.2,24.1,172.2,75.7,139.1,12.2,parcialmente nublado,lluvioso
Lima,10,23.1,17.9,15.8,78.5,20.5,170.3,63.3,194.9,17,parcialmente nublado,parcialmente nublado
Lima,10,22.1,17.7,15.8,81.2,25.9,172.7,79.6,120.4,10.3,parcialmente nublado,parcialmente nublado
Lima,10,20.1,17.1,15.6,83.2,25.9,167.1,100,56.5,4.7,lluvioso,parcialmente nublado
Lima,10,21.1,17.1,15.5,84.8,27.7,162.8,100,85.3,7.5,lluvioso,lluvioso
Lima,10,21.2,16.6,15.5,84.3,27.7,162.7,97.5,124.4,10.5,lluvioso,lluvioso
Lima,10,19.1,17.1,15.5,86.5,16.6,191.5,100,56.1,4.7,nublado,lluvioso
Lima,10,20.1,16.7,15.2,83.4,25.2,173.9,96.7,74.6,6.5,nublado,nublado
Lima,10,22.2,16.6,15.3,82.9,22.3,174.5,75.4,115.2,10,parcialmente nublado,nublado
Lima,10,20.2,16.1,15,81.8,22.3,164.8,87.5,89.8,7.8,lluvioso,parcialmente nublado
Lima,10,21.1,17.1,14.7,79.2,22.3,179.3,81.1,174.8,15,lluvioso,lluvioso
Lima,10,20.7,16.1,14.7,80.7,20.5,180.6,98.1,110.3,9.5,lluvioso,lluvioso
Lima,10,21.1,16.9,14.9,80,20.5,184.2,98.3,175.4,15.2,nublado,lluvioso
Lima,10,20.1,17.1,14.9,82,16.6,179.2,98.8,120.5,10.4,lluvioso,nublado
Lima,10,20.1,16.7,15.1,83.4,20.5,195.3,97.5,118.6,10.2,lluvioso,lluvioso
Lima,10,20.1,17.1,15.2,82.6,18.4,182.8,99.6,86.5,7.5,lluvioso,lluvioso
Lima,10,20.1,17.1,15.4,83.3,25.9,173.4,99.2,80.2,6.9,nublado,lluvioso
Lima,10,22.1,17.1,15,79.6,24.1,170.3,85.7,173,14.8,parcialmente nublado,nublado
Lima,10,20.1,16.6,15.1,83.2,20.5,196.6,97.5,144.4,12.4,nublado,parcialmente nublado
Lima,10,19.1,15.9,14.5,81.9,20.5,227.8,88.3,127.8,11,lluvioso,nublado
Lima,10,21.1,16.1,15.2,82.6,18.4,203.6,100,104.1,8.8,lluvioso,lluvioso
Lima,10,22.1,17.1,14.5,76.5,18.4,177.8,78.3,137,11.8,lluvioso,lluvioso
Lima,10,22.1,16.7,15.1,79.9,20.5,169.8,57.7,169.8,14.6,lluvioso,lluvioso
Lima,10,22.1,17.1,15.8,81.7,20.5,192.8,66.8,207.3,17.8,lluvioso,lluvioso
Lima,11,22.1,17.6,16,82.6,18.4,184.1,86.7,157.1,13.5,lluvioso,lluvioso
Lima,11,22.1,18.1,16.7,83.3,22.3,170.7,82.5,120.6,10.5,lluvioso,lluvioso
Lima,11,22.2,17.9,16.5,82.3,22.3,172.6,83.8,166.3,14.3,parcialmente nublado,lluvioso
Lima,11,22.1,18.1,16.5,82.6,20.5,173.3,92.5,159.8,13.9,nublado,parcialmente nublado
Lima,11,23.1,18.1,16.8,82,20.5,168.1,83,145.2,12.5,parcialmente nublado,nublado
Lima,11,22.1,17.5,16.8,84.2,22.3,167.6,90.4,169.3,14.6,nublado,parcialmente nublado
Lima,11,22.1,17.9,16.3,81.5,24.1,171.8,79.6,193.4,16.5,parcialmente nublado,nublado
Lima,11,22.1,18.1,16.1,80,20.5,176.6,99.2,128.2,11.1,nublado,parcialmente nublado
Lima,11,23.2,18.9,15.4,73.9,27.7,165.7,83.6,182.2,15.9,parcialmente nublado,nublado
Lima,11,23.1,18.1,15.7,77.8,24.1,166.7,86.5,134.1,11.5,lluvioso,parcialmente nublado
Lima,11,22.1,18.1,15.8,78.4,29.5,163.9,85,134.6,11.6,parcialmente nublado,lluvioso
Lima,11,23.1,17.1,16.1,79.3,31.7,170.1,67.1,137.5,11.9,parcialmente nublado,parcialmente nublado
Lima,11,22.1,18.1,16.8,82,14.8,242.5,95.4,144.9,12.6,nublado,parcialmente nublado
Lima,11,23.1,18.1,16.7,80.9,16.6,205.2,93,170.6,14.6,nublado,nublado
Lima,11,21.1,18.1,16,79.9,22.3,171.3,91.7,218.4,18.8,nublado,nublado
Lima,11,21.7,17.7,15.8,80.5,25.9,170.6,92.1,289.6,25,nublado,nublado
Lima,11,23.1,16.1,15.4,79.5,29.5,180.8,83.3,275.7,23.7,parcialmente nublado,nublado
