name,mes,maxC,minC,rocioC,hum_rel,velo_vien_kph,vien_grad_sex,nubosidad%,radiac_solar_watios_m2,energ_solar_MJ_m2,clase hoy,clase manana
Lima,11,22,18,16.3,81.1,24.1,167.5,99.5,338.6,29.4,nublado,parcialmente nublado
Lima,11,22,19,16,77,24.1,164.1,100,329.8,28.5,nublado,nublado
Lima,11,24,19,16.1,76.6,24.1,175.1,77.6,338.2,29.2,parcialmente nublado,nublado
Lima,11,24,18,16.2,77.5,24.1,171.9,68.6,347.4,30.3,parcialmente nublado,parcialmente nublado
Lima,11,22,18,16.2,80.7,24.1,176.3,82.7,350.6,30.4,parcialmente nublado,parcialmente nublado
Lima,11,23,18,16.3,77.8,27.7,176.9,96.9,333.1,28.7,nublado,parcialmente nublado
Lima,11,22,18,16.5,80.8,22.3,175.2,100,316,27.2,nublado,nublado
Lima,12,24,18,16.1,77.2,20.5,180.7,83,212,18.2,parcialmente nublado,nublado
Lima,12,23,16,16,81.9,25.9,186.5,46.2,323.8,27.9,parcialmente nublado,parcialmente nublado
Lima,12,22,17,16.2,82.4,18.4,212.6,71.8,302.8,26.2,parcialmente nublado,parcialmente nublado
Lima,12,24,18,16.3,76.5,22.3,171.7,66.7,154,13.3,parcialmente nublado,parcialmente nublado
Lima,12,24,18,17.1,80.7,24.1,178.6,85.9,190.6,16.4,parcialmente nublado,parcialmente nublado
Lima,12,24,19,17.2,81.6,29.5,174,73.4,326.3,28.2,parcialmente nublado,parcialmente nublado
Lima,12,23,18,16.8,81.9,22.3,189.6,87.1,343.7,29.6,parcialmente nublado,parcialmente nublado
Lima,12,24,19,16.5,77.6,20.5,172.4,85.6,332.5,28.6,parcialmente nublado,parcialmente nublado
Lima,12,26,19,16.1,72,20.5,171.1,87,319.8,27.8,parcialmente nublado,parcialmente nublado
Lima,12,25,19,15.8,69.5,25.9,163.5,62.3,303.4,26.1,parcialmente nublado,parcialmente nublado
Lima,12,25,19,17.7,80.8,24.1,171,57.5,303.8,26.2,parcialmente nublado,parcialmente nublado
Lima,12,22,19,18,85.4,22.3,177.7,91.8,185.6,16.1,nublado,parcialmente nublado
Lima,12,22,20,17.5,83.2,18.4,179.7,99,308.2,26.5,nublado,nublado
Lima,12,23,18,16.6,78.4,31.7,161.8,93.5,284.3,24.3,nublado,nublado
Lima,12,24,18,16.5,77.8,25.9,166.3,70.7,279.7,24.1,parcialmente nublado,nublado
Lima,12,23,19,17.3,82.8,18.4,176.5,97.5,310,26.8,nublado,parcialmente nublado
Lima,12,23,20,17.3,80.2,16.6,173.8,100,269.8,23.3,nublado,nublado
Lima,12,22,19,17.3,82.6,18.4,167.7,99,333.2,28.7,nublado,nublado
Lima,12,23,19,16.8,79.1,24.1,165.9,84,341.8,29.5,parcialmente nublado,nublado
Lima,12,25,19,17.1,78.5,24.1,172.7,79.5,321.4,27.7,parcialmente nublado,parcialmente nublado
Lima,12,23,19,16.9,80.6,16.6,175.9,75.3,348.8,30.1,parcialmente nublado,parcialmente nublado
Lima,12,24,18,17.1,79.6,24.1,175.1,77.3,323.7,28.1,parcialmente nublado,parcialmente nublado
Lima,12,23,19,17,81,29.5,173.4,87.8,295.7,25.6,parcialmente nublado,parcialmente nublado
Lima,12,23,19,17,81.8,27.7,168.7,87.5,315.3,27,parcialmente nublado,parcialmente nublado
Lima,12,24,19,16.8,79.2,24.1,173.8,94,284.4,24.7,nublado,parcialmente nublado
Lima,12,24,19,17.1,79.6,27.7,168.6,75.8,284,24.4,parcialmente nublado,nublado
Lima,12,23,18,17.4,81.7,22.3,173.9,83,151.5,13.1,parcialmente nublado,parcialmente nublado
Lima,12,23,20,17.2,76.8,24.1,168.3,96.3,223,19.1,nublado,parcialmente nublado
Lima,12,25,18,17.7,79.7,20.5,175.4,57.2,307.1,26.6,parcialmente nublado,nublado
Lima,12,24,20,17.8,79.9,25.9,164.8,94.5,251.6,21.5,nublado,parcialmente nublado
Lima,12,25,20,17.7,77.8,25.9,168.1,90.3,341.1,29.6,nublado,nublado
Lima,1,24,20,18.1,81.2,16.6,180.4,97.7,338.3,29.3,nublado,nublado
Lima,1,26,20,17.7,77,22.8,176.7,65.1,303.2,26.3,lluvioso,nublado
Lima,1,26,19,17.9,79.2,29.5,168.4,51.4,311.6,26.9,parcialmente nublado,lluvioso
Lima,1,25,19.9,17.9,79.2,22.3,172.2,78,301.2,25.9,lluvioso,parcialmente nublado
Lima,1,25,21,18,77.2,22.3,173,75.9,335,29,parcialmente nublado,lluvioso
Lima,1,25,20.9,18,78.8,25.9,165.5,78.3,313.4,27.2,parcialmente nublado,parcialmente nublado
Lima,1,25.1,20,17.8,76.8,24.1,169.3,81.9,338,29.3,parcialmente nublado,parcialmente nublado
Lima,1,25.1,20.8,18,77.5,18.4,186.9,72.8,321.9,27.7,parcialmente nublado,parcialmente nublado
Lima,1,25,20,18.5,79.2,16.6,182.8,77.3,316.3,27.3,parcialmente nublado,parcialmente nublado
Lima,1,26,21,18.4,76.7,24.1,184.6,63.1,228,19.7,lluvioso,parcialmente nublado
Lima,1,26,20.9,18.3,77.5,27.7,175.6,69.3,264.6,22.8,parcialmente nublado,lluvioso
Lima,1,25,20.9,18.3,78.4,22.3,191.6,91.1,341.8,29.3,nublado,parcialmente nublado
Lima,1,24,20.9,17.9,77.6,18.4,185.3,92.3,344.2,29.7,nublado,nublado
Lima,1,26,20,18,76.8,24.1,175.6,64.7,346,29.9,parcialmente nublado,nublado
Lima,1,25.2,19,18.6,79.6,18.4,179,37,347.3,30.1,parcialmente nublado,parcialmente nublado
Lima,1,24.9,20.9,18.1,77.4,31.7,168.7,86.1,327.8,28.3,parcialmente nublado,parcialmente nublado
Lima,1,25.6,20,17.5,75.4,20.5,173.1,76.2,354.9,30.6,parcialmente nublado,parcialmente nublado
Lima,1,26,21,16.9,71,24.1,162.6,77.2,339,29.3,parcialmente nublado,parcialmente nublado
Lima,1,26,20,16.8,69.8,27.7,161.4,35.6,288.1,24.9,parcialmente nublado,parcialmente nublado
Lima,1,25,20.7,18,76.5,27.7,160.8,72.7,292.4,25.3,parcialmente nublado,parcialmente nublado
Lima,1,25,21,18.1,76.1,29.5,161.9,89,221.9,19.1,parcialmente nublado,parcialmente nublado
Lima,1,26,20,18.5,78.4,29.5,169.7,65.8,306.4,26.6,parcialmente nublado,parcialmente nublado
Lima,1,26,20.9,18.5,77.5,24.1,167.4,79.4,282.1,24.4,parcialmente nublado,parcialmente nublado
Lima,1,26,21,18.9,78.3,25.9,166.1,67.9,252.2,21.6,lluvioso,parcialmente nublado
Lima,1,26,21,18.9,77.4,31.7,164.6,58.1,305.2,26.4,lluvioso,lluvioso
Lima,1,26,20,18.8,77.7,27.7,166.1,69.7,236.9,20.5,lluvioso,lluvioso
Lima,1,27,21.7,18.6,72.2,24.1,169.5,63.7,259.8,22.3,lluvioso,lluvioso
Lima,1,28,21.8,18.4,71,25.9,165.6,65.2,262.4,22.5,lluvioso,lluvioso
Lima,1,27.2,20.3,19.2,83.2,24.1,178.6,75.5,295.1,25.6,lluvioso,lluvioso
Lima,1,26,19.7,19.7,82.2,29.5,163.1,92.6,146.7,12.5,lluvioso,lluvioso
Lima,1,26.9,21.9,20,81,24.1,164.5,89,234,20.3,lluvioso,lluvioso
Lima,2,27,21.9,20.1,80,20.5,169.1,85.8,276.3,23.7,lluvioso,lluvioso
Lima,2,26,22,20.7,84.7,22.3,167.9,89,320.2,27.7,lluvioso,lluvioso
Lima,2,27,20,20.4,84.2,31.7,167.9,56.9,324.3,27.9,parcialmente nublado,lluvioso
Lima,2,27.8,22,20.1,79.2,29.5,170,84.3,306,26.5,parcialmente nublado,parcialmente nublado
Lima,2,29,22,20.3,76.2,27.7,175.7,85.6,301.5,26,lluvioso,parcialmente nublado
Lima,2,28,23,20.6,77.7,22.3,171.9,84.1,212.3,18.2,lluvioso,lluvioso
Lima,2,29,23,20.2,74.3,18.4,179.5,82.1,211.7,18.2,lluvioso,lluvioso
Lima,2,29,23.7,19.7,70.5,22.3,172.9,70.5,140.9,12.3,lluvioso,lluvioso
Lima,2,29,21.3,19.6,70.7,18.4,187.4,75.8,299.4,25.7,lluvioso,lluvioso
Lima,2,30,23.7,20.8,73.6,27.7,167.5,67.7,236,20.3,lluvioso,lluvioso
Lima,2,27.5,23,21.3,79.6,35.3,159,62.3,270.8,23.3,lluvioso,lluvioso
Lima,2,27.8,22.9,20.8,79.8,31.7,161,67.2,251,21.7,lluvioso,lluvioso
Lima,2,27,17.8,20.4,78.1,20.5,195.7,85.4,224.1,19.4,lluvioso,lluvioso
Lima,2,28,22,20.1,78.6,29.5,165.5,89.1,223.3,19.3,lluvioso,lluvioso
Lima,2,26,21,20.1,80.6,31.7,162,89,272.1,23.5,parcialmente nublado,lluvioso
Lima,2,27,22,20.6,80,29.5,160,69.3,162,13.9,lluvioso,parcialmente nublado
Lima,2,29,23,20.3,75.8,27.7,163.3,77.6,280.7,24.2,parcialmente nublado,lluvioso
Lima,2,27,21.8,20.2,80,31.5,169,82.1,282.9,24.4,parcialmente nublado,parcialmente nublado
Lima,2,28,21,19.8,77.7,37.1,163.7,64.3,324.6,28.1,parcialmente nublado,parcialmente nublado
Lima,2,27,21.8,20,76.5,28.5,167,71.6,279.6,24.4,parcialmente nublado,parcialmente nublado
Lima,2,30,21.1,20.2,77.1,20.5,170.7,69.2,280.3,24.1,lluvioso,parcialmente nublado
Lima,2,26,21,20.1,82.4,35.3,168.2,64.6,293.3,25.3,parcialmente nublado,lluvioso
Lima,2,26,20,19.2,79.8,37.1,164.2,73,223.1,19.3,parcialmente nublado,parcialmente nublado
Lima,2,25,20.8,19.6,84.8,31.7,161.2,97.8,266.1,23.3,lluvioso,parcialmente nublado
Lima,2,26,20.7,19.8,85.2,20.5,180.8,88.5,281.5,24.1,lluvioso,lluvioso
Lima,2,27,20,19.6,83.7,16.6,200.8,93,148.3,12.8,lluvioso,lluvioso
Lima,2,28,21,19.5,77.3,25.9,172.5,72.7,267.1,22.9,lluvioso,lluvioso
Lima,2,26.2,21,19.4,80.1,31.7,163.8,73.6,278.1,24,lluvioso,lluvioso
Lima,3,26,21,19.9,84.6,25.9,168.7,85.4,220.2,19,lluvioso,lluvioso
Lima,3,26,21.7,20,83.2,29.5,175.5,72.8,284.4,24.5,lluvioso,lluvioso
Lima,3,26,20.7,19.8,84.3,22.3,173.3,76.1,253.6,22,lluvioso,lluvioso
Lima,3,26,20.7,19.9,84.2,20.5,177.2,68.2,285.1,24.5,lluvioso,lluvioso
Lima,3,26,21,19.7,83.2,24.1,175.6,86.1,163.8,14.1,lluvioso,lluvioso
Lima,3,26,20,19.3,83.1,22.3,171.2,85.7,275.7,23.9,lluvioso,lluvioso
Lima,3,26,20,19.4,81.6,25.9,185.1,68.1,264.1,22.9,lluvioso,lluvioso
Lima,3,26,20,19.5,81.5,22.3,180.9,63.6,276.7,23.9,lluvioso,lluvioso
Lima,3,25.1,20.8,19.4,81.8,37.1,172.1,64.9,242.1,21,parcialmente nublado,lluvioso
Lima,3,26,21,19.8,84.5,25.9,170.1,75.5,196.5,17,parcialmente nublado,parcialmente nublado
Lima,3,28,21.2,19.9,80.7,22.3,175.2,54,293.5,25.4,parcialmente nublado,parcialmente nublado
Lima,3,27.9,21,20.3,80.9,20.5,180.2,70.8,244.3,21.2,parcialmente nublado,parcialmente nublado
Lima,3,27.1,20,20.5,84,16.6,184,68.7,237.8,20.6,lluvioso,parcialmente nublado
Lima,3,25.1,20.9,20.4,87.1,17.2,199.7,74.8,257.8,22.2,parcialmente nublado,lluvioso
Lima,3,28,20.8,20.6,81.3,16.6,181.6,61,225,19.3,lluvioso,parcialmente nublado
Lima,3,29,21,20.6,79.5,20.5,174.8,80.6,218.5,19,lluvioso,lluvioso
Lima,3,28.2,21.8,20.7,78.5,22.3,172.8,65.6,278.9,24.1,parcialmente nublado,lluvioso
Lima,3,31,24,20.8,72.8,22.3,175.1,82.4,258.1,22.3,lluvioso,parcialmente nublado
Lima,3,30,23,20.7,74.2,22.3,183.6,79.9,235.2,20.4,lluvioso,lluvioso
Lima,3,30,24,20.6,70.8,20.5,181.2,80.2,227.1,19.6,lluvioso,lluvioso
Lima,3,32,24.9,21.1,72.7,22.3,181.2,83.6,229.3,19.8,lluvioso,lluvioso
Lima,3,31,23,21.4,77,16.6,180,80.5,259,22.4,lluvioso,lluvioso
Lima,3,30.2,22.9,21,78.3,22.3,180.6,59.5,283.1,24.5,lluvioso,lluvioso
Lima,3,29.1,22,20.8,77.8,22.3,174.2,75.2,271.7,23.4,lluvioso,lluvioso
Lima,3,30,22,20.1,72.5,27.7,169.9,61.1,309.5,26.8,parcialmente nublado,lluvioso
Lima,3,27,20.8,20.3,83.5,31.7,164.1,38.4,310,26.8,parcialmente nublado,parcialmente nublado
Lima,3,26,21.8,20.8,85.9,31.7,165.4,74.9,301.6,26,parcialmente nublado,parcialmente nublado
Lima,3,25.7,20,19.9,87,14.8,220,84,294.1,25.5,parcialmente nublado,parcialmente nublado
Lima,3,27.1,20,19.6,81.9,25.9,170.4,54.7,307.4,26.6,parcialmente nublado,parcialmente nublado
Lima,3,25,20,19.3,86.2,34.3,171.2,57.6,304.7,26.3,parcialmente nublado,parcialmente nublado
Lima,4,24.4,19,19.2,84.6,27.7,169.3,73.3,293.4,25.3,parcialmente nublado,parcialmente nublado
Lima,4,24.4,20,19.1,85.5,25.9,168.7,65.1,287.9,25,parcialmente nublado,parcialmente nublado
Lima,4,25,20,18.9,83.8,29.5,175.3,81,255.4,22.1,parcialmente nublado,parcialmente nublado
Lima,4,26,20.7,19,79.5,22.3,177.7,63.6,285.6,24.5,lluvioso,parcialmente nublado
Lima,4,23.9,19.9,19,83.5,18.4,230.7,80,217.6,18.7,parcialmente nublado,lluvioso
Lima,4,26,19.9,18.8,80,22.3,179.8,56.6,241.1,20.8,parcialmente nublado,parcialmente nublado
Lima,4,25,20,18.9,80.7,27.7,166.6,33.4,292.8,25.3,parcialmente nublado,parcialmente nublado
Lima,4,25,20,19,83.4,24.1,174.7,65.9,290.7,25.1,parcialmente nublado,parcialmente nublado
Lima,4,25,19,19,84.3,16.6,191.7,62.4,281.8,24.4,parcialmente nublado,parcialmente nublado
Lima,4,23,17.9,18.6,88.8,13,238.9,74.7,212.9,18.2,parcialmente nublado,parcialmente nublado
Lima,4,25,20,19,87.4,14.8,187.5,73.7,270.4,23.2,parcialmente nublado,parcialmente nublado
Lima,4,25.1,19.9,19.4,84.6,14.8,184.7,82,269.7,23.3,parcialmente nublado,parcialmente nublado
Lima,4,27,20.9,19.4,82.9,22.3,174.2,82.6,235.7,20.2,parcialmente nublado,parcialmente nublado
Lima,4,23.1,19.9,19.2,87.6,16.6,261.9,70.2,274.7,23.7,parcialmente nublado,parcialmente nublado
Lima,4,27,20,19.1,83.9,13,192.6,59.8,276.4,23.7,parcialmente nublado,parcialmente nublado
Lima,4,25,20,19.3,84.8,24.1,167.8,59.9,276.8,23.9,parcialmente nublado,parcialmente nublado
Lima,4,25,20,19.4,85.6,25.9,173.3,68.7,266.1,22.9,parcialmente nublado,parcialmente nublado
Lima,4,23,19.9,18.9,88.2,18.4,195.7,85.6,263.4,22.9,parcialmente nublado,parcialmente nublado
Lima,4,22.1,19,18.9,90,22.3,190,87.6,265.9,23,parcialmente nublado,parcialmente nublado
Lima,4,24,18.9,18.9,86.5,25.9,175.3,71.8,257.1,22.2,parcialmente nublado,parcialmente nublado
Lima,4,23.2,19,18.7,86.6,22.3,187.7,84.2,234.2,20.2,parcialmente nublado,parcialmente nublado
Lima,4,24,19.2,18.6,85.1,24.1,181.5,70.1,234.5,20.2,parcialmente nublado,parcialmente nublado
Lima,4,25,18.9,18.2,84.8,16.6,188.5,78.7,269,23.2,parcialmente nublado,parcialmente nublado
Lima,4,24,20,18,83.4,18.4,183.7,84.6,220.4,19.1,parcialmente nublado,parcialmente nublado
Lima,4,22.7,18,17.9,85.4,22.3,187.4,70.6,261.2,22.6,parcialmente nublado,parcialmente nublado
Lima,4,24,20,18,81.6,20.5,182.1,64.6,246.2,21.1,parcialmente nublado,parcialmente nublado
Lima,4,23.1,19,18.1,83.8,18.4,185.7,75,262.9,22.8,parcialmente nublado,parcialmente nublado
Lima,4,24,19.7,18.2,84.6,14.8,200,89.4,241.7,20.9,parcialmente nublado,parcialmente nublado
Lima,4,25,19,18.1,82.9,16.6,181.7,65.6,212.5,18.3,parcialmente nublado,parcialmente nublado
Lima,4,26,18.8,18.5,79.3,16.6,185.5,48.3,263.7,22.7,parcialmente nublado,parcialmente nublado
Lima,5,26,20,19,79.5,18.4,181.8,46.6,263.4,22.7,parcialmente nublado,parcialmente nublado
Lima,5,25,20.7,19.4,82.7,18.4,178.1,57.6,266,22.9,parcialmente nublado,parcialmente nublado
Lima,5,24,19.8,18.9,85.5,18.4,181.9,47.7,267.4,23,parcialmente nublado,parcialmente nublado
Lima,5,25,20,17.8,78.8,29.5,164.6,64.3,265.8,22.8,parcialmente nublado,parcialmente nublado
Lima,5,25.1,18,17.9,81.9,16.6,198.1,42.7,206.4,17.9,parcialmente nublado,parcialmente nublado
Lima,5,25.2,19.3,17.7,77.8,22.3,173.6,50.4,258.4,22.5,parcialmente nublado,parcialmente nublado
Lima,5,24.2,20.9,18,78.3,20.5,161.8,69,255.5,22.1,parcialmente nublado,parcialmente nublado
Lima,5,25,20,17.7,77.4,29.5,163.1,64.9,256.4,22.2,parcialmente nublado,parcialmente nublado
Lima,5,24,20,17.7,77.7,27.7,165,82.1,255.3,22.1,parcialmente nublado,parcialmente nublado
Lima,5,23.1,18.9,17.7,81,16.6,189.5,68.8,257.8,22.3,parcialmente nublado,parcialmente nublado
Lima,5,26,18.8,17.8,80.2,18.4,180.7,47.2,254.8,22,parcialmente nublado,parcialmente nublado
Lima,5,24.1,18.8,17.4,79.7,25.9,170.5,65.4,246,21.3,parcialmente nublado,parcialmente nublado
Lima,5,24,19,17.4,79,18.4,169.3,77.4,250.6,21.6,parcialmente nublado,parcialmente nublado
Lima,5,25,19,17.8,78.8,20.5,168.8,93.1,255.6,22.1,nublado,parcialmente nublado
Lima,5,24,19,17.3,79.4,20.5,167.6,78,206.9,18,parcialmente nublado,nublado
Lima,5,24,18.9,17.4,78.8,20.5,170.8,44.8,234.3,20.4,parcialmente nublado,parcialmente nublado
Lima,5,24.2,19.7,18,78.9,24.1,165.7,53.6,249.2,21.5,parcialmente nublado,parcialmente nublado
Lima,5,25.1,20,18.6,80.4,20.5,166.8,48.3,235.7,20.4,parcialmente nublado,parcialmente nublado
Lima,5,23,20,17.8,81.2,18.4,178.3,91.7,245.6,21.2,nublado,parcialmente nublado
Lima,5,23,19.9,18.1,83.4,18.4,173,100,250.3,21.6,nublado,nublado
Lima,5,25,17.8,17.6,76.9,22.3,171.2,89.9,244.5,21.3,parcialmente nublado,nublado
Lima,5,22,19,17.5,81.8,25.9,171.3,98.8,254.4,21.9,nublado,parcialmente nublado
Lima,5,23.2,19.9,17.3,78.5,22.3,164.1,98,246.1,21.2,nublado,nublado
Lima,5,23.1,18.1,17,78.4,27.7,166.4,86,248.4,21.7,parcialmente nublado,nublado
Lima,5,23,20,16.7,76.2,18.4,174.7,84.5,218.8,19,parcialmente nublado,parcialmente nublado
Lima,5,24,18.8,17.3,78.9,27.7,163.1,87.7,244.3,21.2,parcialmente nublado,parcialmente nublado
Lima,5,23,17.2,17.6,79.4,14.8,188.2,97.6,243.7,21.2,nublado,parcialmente nublado
Lima,5,23,19.9,17.9,82,16.6,168,97.5,233,20.1,nublado,nublado
Lima,5,24,20,17.9,79.5,24.1,160.6,84.2,215.9,18.7,parcialmente nublado,nublado
Lima,5,24,20,17.6,76.9,22.3,159.4,91,237.3,20.5,nublado,parcialmente nublado
Lima,5,25,19.9,17.4,76.9,22.3,165.4,63.7,199.7,17.4,parcialmente nublado,nublado
Lima,6,23.7,19.2,17.7,79.8,24.1,167.8,86.5,213,18.6,parcialmente nublado,parcialmente nublado
Lima,6,22,19.7,17.1,81.4,14.8,189.3,100,226.7,19.6,nublado,parcialmente nublado
Lima,6,22,20,17.1,81.2,20.5,160.5,100,241.9,21.1,nublado,nublado
Lima,6,22,20,16.6,77.1,20.5,166.6,99.5,235.1,20.2,nublado,nublado
Lima,6,23,19.7,17.6,79.9,18.4,169.2,74.6,234.9,20.3,parcialmente nublado,nublado
Lima,6,24.2,18.1,17.9,79.4,14.8,181.3,91.7,221.9,19.2,nublado,parcialmente nublado
Lima,6,25,21,18.6,78.9,16.6,175.3,86.1,221.8,19.2,parcialmente nublado,nublado
Lima,6,25.7,19,18.7,80.4,18.4,170.8,68.3,226.9,19.7,parcialmente nublado,parcialmente nublado
Lima,6,25,21,19.6,82.9,20.5,174.4,69.3,233.1,20.1,parcialmente nublado,parcialmente nublado
Lima,6,24,19,18.3,82.5,27.7,166.7,58.9,234.7,20.2,parcialmente nublado,parcialmente nublado
Lima,6,22,19.8,17.4,83.1,20.5,164.4,100,221.8,19.3,nublado,parcialmente nublado
Lima,6,22,19.9,16.4,78.1,25.9,153.9,100,226.4,19.7,nublado,nublado
Lima,6,21,19,16,77.4,24.1,162.6,100,225.6,19.4,nublado,nublado
Lima,6,23.2,17.1,16.1,77.3,22.3,173.3,89.8,225,19.4,parcialmente nublado,nublado
Lima,6,22,19,16,76,22.3,161.1,100,212.8,18.6,nublado,parcialmente nublado
Lima,6,21,19.8,15.6,74.9,22.3,159.1,100,237.2,20.4,nublado,nublado
Lima,6,24,19.8,16,73.4,18.4,187.5,95.9,230.4,20,nublado,nublado
Lima,6,23,20,16.7,77,20.5,163.5,82.5,228,19.7,parcialmente nublado,nublado
Lima,6,23,19.9,16.7,77.2,13,187.8,99.1,231.6,20,nublado,parcialmente nublado
Lima,6,23.6,19.1,17,77.9,22.3,167.1,91.9,232.4,20,nublado,nublado
Lima,6,24,19.2,16.7,74.8,22.3,171.5,71.8,223.9,19.3,parcialmente nublado,nublado
Lima,6,24,19.9,16,72.1,20.5,168.8,67,231.8,19.9,parcialmente nublado,parcialmente nublado
Lima,6,23,20,15.8,72.8,27.7,156,89.1,233.1,20,parcialmente nublado,parcialmente nublado
Lima,6,21.2,19.9,16.2,77.4,24.1,166.2,100,229.2,19.8,nublado,parcialmente nublado
Lima,6,23.7,19,17,77.6,16.6,176.1,91.7,212.1,18.2,nublado,nublado
Lima,6,24,19.9,17.3,77.2,25.9,164.6,80.6,229.8,19.9,parcialmente nublado,nublado
Lima,6,22,19.8,16.8,80.3,27.7,157.8,96.8,231.3,20.1,nublado,parcialmente nublado
Lima,6,22,18.9,16.7,80.8,13,184.2,99.1,235.2,20.1,nublado,nublado
Lima,6,24.1,19,17.1,78.8,24.1,169.3,82.8,217.6,18.8,parcialmente nublado,nublado
Lima,7,25,19,16.6,74.9,29.5,158.2,75.4,231.3,20,parcialmente nublado,parcialmente nublado
Lima,7,22,19,16.2,77,22.3,171.8,99.1,221.9,19.2,nublado,parcialmente nublado
Lima,7,21.1,18.3,16.9,81.4,20.5,173.1,96.4,215.8,18.8,nublado,nublado
Lima,7,23.8,19,16.6,80.6,18.4,168.2,99.5,237.8,20.7,nublado,nublado
Lima,7,22.1,19,16.4,77.5,24.1,160.3,98.2,237.3,20.7,nublado,nublado
Lima,7,21,18,16.9,85.8,27.7,155.5,100,242.8,21.1,nublado,nublado
Lima,7,20,18,15.5,79.7,24.1,161.6,100,246.5,21.3,nublado,nublado
Lima,7,22,18.8,14.7,73.4,18.4,175.5,97.9,241.4,21.1,nublado,nublado
Lima,7,22,18,14.2,71.7,22.3,166.5,77.6,241.1,21.1,parcialmente nublado,nublado
Lima,7,21,18,14.5,73.4,24.1,166.9,96.8,241.1,21.1,nublado,parcialmente nublado
Lima,7,21.2,16.4,14.4,76.5,20.5,171.8,78.2,234.2,20,parcialmente nublado,nublado
Lima,7,22,18,14.8,74.8,22.3,168.4,74.7,240.4,21.1,parcialmente nublado,parcialmente nublado
Lima,7,20.4,17,15,79.6,24.1,161,90.7,245.4,21.2,nublado,parcialmente nublado
Lima,7,19.1,17,15,81.1,20.5,172,96.1,240.1,21,nublado,nublado
Lima,7,20.8,18,15,78,20.5,168.3,100,244.1,21.2,nublado,nublado
Lima,7,20,17,15.3,81.5,18.4,174.6,100,245.6,21.2,nublado,nublado
Lima,7,19.2,17,14.8,81.7,18.4,176,100,247.8,21.3,nublado,nublado
Lima,7,19,17,14.4,80.8,20.5,170.1,99.5,243.9,21,nublado,nublado
Lima,7,20.2,16.8,14.5,80.3,18.4,169.9,100,246.7,21.3,nublado,nublado
Lima,7,22,17,14.3,76.3,20.5,167.7,78.7,238.9,20.8,parcialmente nublado,nublado
Lima,7,22.1,17.9,14.8,74,22.3,175.6,78.8,243.2,21,parcialmente nublado,parcialmente nublado
Lima,7,22,17.9,16,82.7,29.5,165.3,94.6,237.3,20.5,nublado,parcialmente nublado
Lima,7,19,17,15.4,86.2,22.3,172.2,100,178.8,15.3,nublado,nublado
Lima,7,19,16.9,15,83.2,14.8,183.6,100,238.1,20.6,nublado,nublado
Lima,7,19,17,14.7,82.9,20.5,176.2,100,246.5,21.4,nublado,nublado
Lima,7,19,16.8,14.4,80.6,16.6,170.6,100,250,21.6,nublado,nublado
Lima,7,19.7,16.9,14,79.6,18.4,171,100,247.9,21.3,nublado,nublado
Lima,7,20,16,14.1,78.8,14.8,181.6,98.7,248,21.4,nublado,nublado
Lima,7,22.2,16,15.1,79.3,20.5,184.5,90.1,252,21.7,nublado,nublado
Lima,7,19.1,17.9,14.6,79.2,20.5,165.4,100,250.2,21.8,nublado,nublado
Lima,7,19,17,14.5,79.5,18.4,183,100,253.4,22,lluvioso,nublado
Lima,8,19,16,15.3,85.9,13,176.6,100,255.1,22,lluvioso,lluvioso
Lima,8,19,17,15.4,85.8,16.6,179.8,99.5,254.8,22,nublado,lluvioso
Lima,8,19,16,14.6,82.3,14.8,179.6,99.5,254.1,22,nublado,nublado
Lima,8,20,17,14.7,81.8,16.6,190.6,94.2,261,22.6,nublado,nublado
Lima,8,19,16.9,14.5,81.7,16.6,177.7,100,266.1,23,nublado,nublado
Lima,8,21,17,14.1,76.6,34.3,168.5,97.5,262.2,22.7,nublado,nublado
Lima,8,18.8,16.8,14.3,81.3,11.2,209.3,100,265.2,22.8,nublado,nublado
Lima,8,19.1,17,14.9,82.5,31.7,163.1,97.5,261.2,22.6,nublado,nublado
Lima,8,20.1,17,14.4,77.7,27.7,155.5,92.4,264.1,22.8,nublado,nublado
Lima,8,22,17,15.1,77.8,22.3,180.9,82.5,267.4,23.1,parcialmente nublado,nublado
Lima,8,20,17,14.9,80.9,29.5,158.1,100,269.8,23.4,nublado,parcialmente nublado
Lima,8,19,17,14.3,80.4,33.5,163.5,100,270.3,23.4,nublado,nublado
Lima,8,19,17,14.6,81.7,20.5,171.3,100,271.6,23.5,nublado,nublado
Lima,8,20.7,16.9,14.2,79.3,22.3,174.7,100,272.6,23.6,nublado,nublado
Lima,8,20,16.9,14.5,81.3,20.5,182.7,100,274.1,23.7,nublado,nublado
Lima,8,20,16,14.5,81.9,22.3,161.7,100,272.4,23.6,nublado,nublado
Lima,8,21,16.2,14.2,78,13,212,93.1,273.5,23.6,nublado,nublado
Lima,8,20,17,14.6,79.8,14.8,184.2,99.5,271.8,23.5,nublado,nublado
Lima,8,19,16.9,15,85.9,20.5,170,100,275.8,23.9,nublado,nublado
Lima,8,19.1,15.9,14.7,84.9,14.8,187.8,100,274.8,23.7,nublado,nublado
Lima,8,19,16.9,14.9,83.6,22.3,164.6,100,276.1,23.7,nublado,nublado
Lima,8,21,17,13.8,75.6,20.5,165.3,99.5,272.8,23.7,nublado,nublado
Lima,8,22,17,14.5,77,14.8,183.7,93.8,273.9,23.6,nublado,nublado
