mes,maxC,minC,rocioC,hum_rel,velo_vien_kph,vien_grad_sex,nubosidad_por,radiac_solar_watios_m2,energ_solar_MJ_m2,clase_hoy,clase_manana
5,21.2,18.9,17.5,86,16.6,205.5,100,182.5,15.7,nublado,lluvioso
5,22.1,18.9,17.5,85.1,24.1,167.4,100,177.1,15.2,lluvioso,nublado
5,20.2,18.1,17.2,88.1,16.6,175.8,100,195.3,16.8,lluvioso,lluvioso
5,20.1,17.9,17.1,89.5,13,179.6,100,184.5,16,lluvioso,lluvioso
6,21.1,17.9,16.5,83.5,20.5,172.2,100,192.8,16.7,lluvioso,lluvioso
6,21.6,18.9,16.4,80.5,16.6,163.1,99.6,206.3,17.9,nublado,lluvioso
6,21.1,18.1,15.8,80.1,22.3,157,98.5,204.9,17.7,nublado,nublado
6,21.1,18.1,16,81.5,16.6,183.7,100,201.7,17.3,nublado,nublado
6,20.1,17.1,16.2,84.3,13,189.1,100,199.3,17.3,nublado,nublado
6,21.1,18.1,16.2,81.9,22.3,174,100,198,17.1,lluvioso,nublado
6,22.2,18.1,16.2,80.6,27.7,160,89.2,220.9,19.1,lluvioso,lluvioso
6,21.1,18.1,16.3,84.1,18.4,187,99.2,203,17.5,lluvioso,lluvioso
6,21.1,18.1,16.6,85,22.3,180.4,100,200.5,17.3,lluvioso,lluvioso
6,19.7,17.1,15.5,83.4,24.1,165.5,100,204.5,17.7,nublado,lluvioso
6,20.4,16.7,15.2,82,14.8,176.4,100,216.3,18.6,lluvioso,nublado
6,22.1,17.1,14.7,75.7,22.3,173.1,76.2,204.9,17.6,lluvioso,lluvioso
6,21.1,17.1,15.6,80.7,16.6,182.3,86.3,233.6,20.1,parcialmente_nublado,lluvioso
6,21.1,17.1,15.4,81.7,22.3,174,79.8,225.1,19.3,parcialmente_nublado,parcialmente_nublado
6,20.6,17.1,15.6,84.3,22.3,171.5,90.3,232.4,20.2,nublado,parcialmente_nublado
6,21.1,16.7,14.9,80.8,18.4,183.6,93,218,18.7,lluvioso,nublado
6,19.7,16.2,14.7,80.9,16.6,175,100,201.8,17.3,lluvioso,lluvioso
6,21.1,17.7,14.2,74.3,18.4,164.9,100,203.3,17.3,nublado,lluvioso
6,21.2,18.1,15,77.5,16.6,205.3,82.5,200.8,17.4,parcialmente_nublado,nublado
6,21.1,17.9,15.5,80.7,18.4,169.7,98.3,210.8,18.2,nublado,parcialmente_nublado
6,21.1,17.7,15.6,82,25.9,168.2,95.4,201.7,17.3,nublado,nublado
6,21.1,17.1,15.3,81.4,20.5,170.9,98.3,200.6,17.3,nublado,nublado
6,21.1,17.9,15,78,16.6,186.8,84.7,219.1,19,parcialmente_nublado,nublado
6,22.1,17.1,14.9,77,14.8,229.8,75.5,217.6,18.9,parcialmente_nublado,parcialmente_nublado
6,22.1,17.1,15.2,79.7,24.1,162.2,60.9,196.4,17,parcialmente_nublado,parcialmente_nublado
6,20.1,16.1,15.3,83.5,24.1,158.1,88.7,198.2,17,lluvioso,parcialmente_nublado
6,20.2,18.1,15.6,81.8,20.5,176.8,97.1,194.6,16.7,nublado,lluvioso
6,20.2,16.9,15.5,84.3,24.1,171.5,84.7,197.8,17.2,lluvioso,nublado
6,20.4,17.2,15.5,84.4,14.8,178.3,82.6,194.6,16.7,lluvioso,lluvioso
6,20.1,17.4,15.4,83.1,16.6,182,97.6,192.9,16.5,lluvioso,lluvioso
7,20.4,17.1,14.7,78.1,14.8,219.7,100,187.5,16.2,lluvioso,lluvioso
7,20.2,17.1,15,78.9,13,231.3,100,197.8,17.2,lluvioso,lluvioso
7,21.1,17.7,14.6,77,25.9,160.9,89.7,168.8,14.6,lluvioso,lluvioso
7,22.1,15.4,14.8,77.1,20.5,171,81.9,207.4,18,lluvioso,lluvioso
7,19.2,17.9,15.3,82.3,16.6,203.1,100,198.2,17,lluvioso,lluvioso
7,21.1,17.7,14.4,76,20.5,183.9,92.1,197.7,17,lluvioso,lluvioso
7,20.1,17.7,14.9,79.5,18.4,184.1,99.6,207.8,18,lluvioso,lluvioso
7,19.2,16.7,14.6,80.1,18.4,178.5,97.6,195.8,16.8,lluvioso,lluvioso
7,19.1,17.1,14.3,78,13,189.8,100,206.9,17.9,nublado,lluvioso
7,18.2,17.1,15,84,13,204.7,100,217.1,18.9,lluvioso,nublado
7,18.4,17.1,15.3,85.5,14.8,177.6,100,213.3,18.5,nublado,lluvioso
7,20.1,17.4,14.2,76.3,24.1,162.7,96.7,214.9,18.6,nublado,nublado
7,20.1,17.1,14.5,78.6,18.4,168.7,100,211.2,18.1,lluvioso,nublado
7,20.1,16,14.3,76.7,20.5,178.5,96.8,204.7,17.6,nublado,lluvioso
7,21.1,17.1,15.1,80.9,27.7,180.1,96.7,194.4,16.7,lluvioso,nublado
7,20.1,17.1,14.3,78,24.1,168.5,100,202,17.5,lluvioso,lluvioso
7,20.7,17.1,14.4,79.1,20.5,172.6,97.9,215,18.8,lluvioso,lluvioso
7,20.1,16.7,14.3,81,20.5,182.5,98.8,230,19.9,nublado,lluvioso
7,18.2,16.1,14.1,82.5,14.8,183.1,100,219.6,18.9,lluvioso,nublado
7,18.6,16.1,13.1,77,13,218.3,100,221.1,18.9,lluvioso,lluvioso
7,19.1,16.6,13.5,77.7,20.5,184.3,100,220.9,19,lluvioso,lluvioso
7,20.1,15.1,13.8,79.3,22.3,168.9,69.7,246.7,21.2,parcialmente_nublado,lluvioso
7,20.4,16.9,13.9,76.7,31.7,168,64.4,238.3,20.6,parcialmente_nublado,parcialmente_nublado
7,18.1,16.6,13.9,81,16.6,185.3,86.7,225.6,19.4,lluvioso,parcialmente_nublado
7,19.4,17.1,14.2,79.3,20.5,224.6,97.5,210.5,18.1,lluvioso,lluvioso
7,19.1,17.1,14,78.2,18.4,177.5,100,215.4,18.6,lluvioso,lluvioso
7,19.7,17.1,14,77.5,18.4,181.3,99.6,213.3,18.3,nublado,lluvioso
7,19.4,16.1,14.1,78.2,20.5,167.1,99.2,228.7,19.7,nublado,nublado
7,19.1,17.1,14.2,78.5,13,193.8,99.2,208.4,18,lluvioso,nublado
7,20.4,17.1,14,76.3,16.6,176,74.1,231,19.8,parcialmente_nublado,lluvioso
7,20.7,16.7,14.3,79.3,27.7,175.1,73.3,222.1,19.4,lluvioso,parcialmente_nublado
8,19.2,16.1,14.8,84.6,25.9,164.8,100,223,19.1,nublado,lluvioso
8,19.1,16.1,14.1,82,18.4,179.7,99.6,235.1,20.3,nublado,nublado
8,19.1,16.1,14.1,80.2,16.6,178,100,235.1,20.3,nublado,nublado
8,19.4,16.7,14,79.7,25.9,178,100,239.3,20.7,lluvioso,nublado
8,19.1,15.9,14.2,83.3,13,185.3,100,228.1,19.7,lluvioso,lluvioso
8,19.1,16.1,14.1,80.8,18.4,165.1,98.8,235,20.3,lluvioso,lluvioso
8,19.1,16.1,13.5,78.1,24.1,177.5,92.1,245.7,21.1,nublado,lluvioso
8,19.1,15.1,13.5,79.5,13,274,94.6,231.6,20,lluvioso,nublado
8,20.1,17.1,14.3,79.1,27.7,167.3,97.1,231.9,20.1,lluvioso,lluvioso
8,17.1,16.1,13.9,82.9,22.3,170.6,100,227.4,19.8,lluvioso,lluvioso
8,18.2,15.6,13.7,81.9,27.7,161.7,99.8,232.1,20.1,lluvioso,lluvioso
8,20.1,14.1,13,77.3,22.3,166.5,86.3,238.1,20.6,lluvioso,lluvioso
8,20.1,15.1,13.6,79.9,22.3,201.5,98.8,232,20.1,lluvioso,lluvioso
8,19.1,16.1,13.5,79.2,18.4,200.1,100,236.2,20.7,lluvioso,lluvioso
8,18.7,15.7,13.2,79.3,20.5,182.3,90.4,249.8,21.7,nublado,lluvioso
8,18.1,15.1,13.3,81,22.3,203.2,99.6,238.2,20.5,nublado,nublado
8,19.1,15.1,13.3,79.9,14.8,217.4,97.1,247.6,21.5,nublado,nublado
8,18.7,16.1,13.7,82.2,16.6,170.9,88.5,253.3,21.8,parcialmente_nublado,nublado
8,19.6,15.1,13.6,82.7,27.7,173.6,98.3,254.8,22.1,nublado,parcialmente_nublado
8,17.1,14.9,13.2,84.7,13,250.1,100,234.3,20.4,lluvioso,nublado
8,18.4,15.1,13.3,82.2,13,271.5,86.6,248.6,21.6,parcialmente_nublado,lluvioso
8,18.7,16.1,14.1,83.9,20.5,167.9,100,254.2,21.9,nublado,parcialmente_nublado
8,17.1,15.6,13.5,84.2,22.3,170.7,100,253.7,21.9,lluvioso,nublado
8,19.1,14.9,13.4,82.1,20.5,169.2,100,238,20.6,lluvioso,lluvioso
8,19.1,15.1,13.5,82.2,27.7,161.1,87.1,256.2,22.1,lluvioso,lluvioso
8,19.1,15.1,13.3,81.3,18.4,210,97.1,237,20.5,lluvioso,lluvioso
8,19.1,15.7,13.9,83.9,14.8,191.9,99.6,257.6,22.4,nublado,lluvioso
8,19.1,15.1,13.9,85.4,16.6,199.8,100,225.2,19.3,nublado,nublado
8,18.1,15.1,13.5,84.1,14.8,196.3,98.8,219.9,19.1,lluvioso,nublado
8,18.1,15.1,13.5,82.4,18.4,221.4,99.2,223.4,19.4,nublado,lluvioso
8,18.6,15.1,13.2,80.6,14.8,227.9,93.3,234.4,20.2,nublado,nublado
9,18.1,14.9,13.7,84.7,14.8,193.8,100,247.3,21.3,lluvioso,nublado
9,19.1,14.9,13.9,85,22.3,178.8,95.6,255.7,22.2,nublado,lluvioso
9,18.1,15.7,13.7,83.4,20.5,196.7,100,251.5,21.9,lluvioso,nublado
9,17.4,15.1,13.8,85.8,13,192.6,100,248.5,21.5,nublado,lluvioso
9,20.4,15.1,13.6,79.1,18.4,279.3,85.8,238.9,20.5,lluvioso,nublado
9,21.1,15.1,14.1,81.9,18.4,181.2,87.3,262.6,22.7,lluvioso,lluvioso
9,20.2,16.1,14,80.6,20.5,177.9,84.6,265.4,23,parcialmente_nublado,lluvioso
9,18.1,15.4,14.1,85.1,16.6,204.2,100,259.4,22.4,lluvioso,parcialmente_nublado
9,18.1,15.1,14.2,86.6,25.9,168.4,100,249.6,21.7,lluvioso,lluvioso
9,18.4,15.1,13.8,84.6,25.9,164.9,100,261.7,22.5,lluvioso,lluvioso
9,17.7,15.1,13.8,85.6,18.4,244.6,99.2,225.3,19.4,lluvioso,lluvioso
9,18.1,15.1,13.7,85.5,24.1,166.3,100,241.9,20.9,nublado,lluvioso
9,18.1,15.1,14,86.4,27.7,170.7,100,189.9,16.3,lluvioso,nublado
9,17.1,14.7,13.9,87.9,18.4,178.9,100,233.7,20.2,nublado,lluvioso
9,17.2,15.1,13.1,82.6,18.4,174.6,100,231.1,20,lluvioso,nublado
9,18.1,14.9,13.4,83.3,16.6,232,96.7,243.7,21.2,nublado,lluvioso
9,20.1,15.1,14.1,84.7,24.1,181.5,82.5,202,17.4,parcialmente_nublado,nublado
9,18.1,15.1,14.2,87.9,18.4,175.7,100,236,20.4,lluvioso,parcialmente_nublado
9,18.1,15.1,14.1,88.6,27.7,166.1,100,235.7,20.3,lluvioso,lluvioso
9,17.1,15.1,13.8,86.8,22.3,165.5,100,223.1,19.3,lluvioso,lluvioso
9,17.2,15.1,13.8,86.2,22.3,170.2,100,246.6,21.3,lluvioso,lluvioso
9,19.1,15.1,13.3,82.1,18.4,186.1,100,248,21.5,lluvioso,lluvioso
9,18.7,14.9,13.8,85,16.6,179.5,93.3,239.1,20.7,nublado,lluvioso
9,21.2,15.1,13.7,81.2,25.9,172.8,76.9,224.6,19.4,parcialmente_nublado,nublado
9,19.1,15.1,13.5,82.8,22.3,187.4,99.2,242,20.8,nublado,parcialmente_nublado
9,18.4,14.9,13.3,83,20.5,191.5,98.3,229.6,19.8,nublado,nublado
9,19.1,14.1,13.1,83.4,25.9,172.8,84.2,279.7,24.2,parcialmente_nublado,nublado
9,19.4,14.9,13.3,81.8,22.3,165.7,82.2,302.9,26.3,parcialmente_nublado,parcialmente_nublado
9,19.6,15.1,13.3,81.8,24.1,171.5,96.3,306.3,26.4,nublado,parcialmente_nublado
9,20.1,15.1,12.8,78,27.7,169.7,73,279.1,24.1,parcialmente_nublado,nublado
10,20.1,15.1,13.3,79.6,18.4,185.9,71.4,295.5,25.5,parcialmente_nublado,parcialmente_nublado
10,19.2,14.1,13.3,80.2,22.3,271.3,68.8,306.8,26.5,parcialmente_nublado,parcialmente_nublado
10,20.1,15.1,14,84,14.8,281.6,85.8,291.6,25.1,parcialmente_nublado,parcialmente_nublado
10,20.1,15.7,14.1,84.2,16.6,245.7,93.8,253.6,22,lluvioso,parcialmente_nublado
10,18.7,15.6,14.5,86.1,22.3,185,97.9,283.8,24.7,lluvioso,lluvioso
10,19.1,15.7,14,83.1,18.4,187,93.8,258.9,22.3,lluvioso,lluvioso
10,19.7,15.7,13.7,80.9,24.1,193.9,100,271.4,23.3,lluvioso,lluvioso
10,20.1,15.7,13.8,81.8,27.7,170.6,85.8,275.8,23.8,parcialmente_nublado,lluvioso
10,18.1,15.1,13.5,83.5,22.3,193.1,97.5,257.8,22.4,lluvioso,parcialmente_nublado
10,18.1,15.1,13.7,84,18.4,246.1,98.8,248.1,21.5,lluvioso,lluvioso
10,18.2,15.1,13.6,83.4,22.3,175.4,97.9,263.8,22.8,lluvioso,lluvioso
10,22.1,14.9,14.1,81.4,25.9,181.1,75.2,264.5,22.8,parcialmente_nublado,lluvioso
10,21.1,15.1,14.2,81.5,20.5,183.6,58.8,280.9,24.1,parcialmente_nublado,parcialmente_nublado
10,18.1,15.1,13.7,84.9,16.6,209.6,93.8,279.3,24,lluvioso,parcialmente_nublado
10,19.1,15.1,13.5,82.6,18.4,219.8,94.2,272.7,23.6,lluvioso,lluvioso
10,20.1,15.1,14.1,84.8,27.7,169,85,304.5,26.4,lluvioso,lluvioso
10,19.1,14.9,14,85.8,22.3,188.7,94.2,289.3,25,lluvioso,lluvioso
10,20.1,15.1,13.7,82.9,16.6,206,94.6,287.6,24.8,nublado,lluvioso
10,18.2,15.7,13.7,82.8,16.6,207.6,100,283.7,24.6,nublado,nublado
10,20.1,15.6,13.9,80.9,16.6,236.9,87.3,279.7,24.3,parcialmente_nublado,nublado
10,19.1,15.9,14.2,82.9,16.6,250.7,97.9,302.6,26.2,nublado,parcialmente_nublado
10,21.1,15.1,14.7,85.1,24.1,199.3,83.4,266,23,lluvioso,nublado
10,21.9,16.1,15,84.5,20.5,180.2,88.3,275,23.8,lluvioso,lluvioso
10,19.1,16.1,14.7,86.7,24.1,174.6,99.6,298.7,25.9,nublado,lluvioso
10,20.1,15.9,14,82.2,18.4,178.8,82.3,277.5,23.9,lluvioso,nublado
10,21.1,16.1,14.4,82.5,16.6,201.6,75.4,289,25,lluvioso,lluvioso
10,19.1,15.1,14.1,84.1,14.8,217.4,89.2,264,22.9,parcialmente_nublado,lluvioso
10,20.1,15.6,14.1,82,20.5,206.4,99.6,278,24,nublado,parcialmente_nublado
10,21.2,16.1,14.2,80.3,22.3,175.7,93.3,218.7,18.9,lluvioso,nublado
10,20.1,16.1,14.2,81.4,24.1,174.7,92.9,319.5,27.4,nublado,lluvioso
10,18.9,15.6,13.9,83.7,24.1,186.8,97.5,330.4,28.6,nublado,nublado
11,20.1,15.9,13.6,78.7,18.4,195.2,95.4,321.7,27.7,lluvioso,nublado
11,20.1,16.1,13.9,80.2,22.3,192.1,98.8,291.7,25.2,lluvioso,lluvioso
11,19.4,16.1,14.1,81.2,20.5,191.7,96,291.1,25,nublado,lluvioso
11,18.6,15.7,14.3,84,20.5,262.9,100,280.8,24.2,lluvioso,nublado
11,21.1,16.1,13.9,76.8,22.3,173.7,79.8,299.2,25.9,parcialmente_nublado,lluvioso
11,20.1,15.9,13.1,78,22.3,182.9,91.6,272.4,23.4,lluvioso,parcialmente_nublado
11,20.1,15.4,13.3,78.4,16.6,197.2,84,258.2,22.3,parcialmente_nublado,lluvioso
11,19.4,15.3,13.3,78.4,16.6,192.1,87.5,308.1,26.5,parcialmente_nublado,parcialmente_nublado
11,20.1,16.1,13.4,77.3,18.4,211.1,87.9,264.7,22.9,parcialmente_nublado,parcialmente_nublado
11,21.1,16.1,14.3,80.3,14.8,216.5,85.4,262,22.5,lluvioso,parcialmente_nublado
11,22.1,14.7,14.5,80.9,20.5,207.1,73.2,308.1,26.7,lluvioso,lluvioso
11,22.1,17.1,14.1,75.9,20.5,195.2,78,305.9,26.4,parcialmente_nublado,lluvioso
11,21.7,16.9,14.3,76.7,22.3,176.2,74.5,312.7,26.8,parcialmente_nublado,parcialmente_nublado
11,22.7,17.1,13.9,72.6,22.3,171,88.2,286.3,24.8,lluvioso,parcialmente_nublado
11,22.1,17.1,14.3,74.7,27.7,168.3,87,282.6,24.4,lluvioso,lluvioso
11,22.1,15.1,14.7,77.7,20.5,181.6,73.3,288.6,25,parcialmente_nublado,lluvioso
11,22.1,18.1,15,76.3,18.4,181.2,84.9,293.8,25.5,parcialmente_nublado,parcialmente_nublado
11,22.1,17.1,15.5,80,18.4,177,79.4,301.5,25.9,lluvioso,parcialmente_nublado
11,22.1,17.1,15.4,79.8,22.3,172.3,80.8,327.6,28.3,parcialmente_nublado,lluvioso
11,23.2,17.1,15.5,77.8,24.1,172.9,75.9,321.9,27.7,parcialmente_nublado,parcialmente_nublado
11,23.4,18,15.9,79.7,24.1,175.5,87,277,23.9,parcialmente_nublado,parcialmente_nublado
11,22.1,17.7,15.9,80.3,20.5,169.9,98.8,267.3,23.1,lluvioso,parcialmente_nublado
11,24.1,19.1,15.3,71.9,20.5,177.5,87.2,258.5,22.3,lluvioso,lluvioso
11,22.1,17.1,15.9,81.8,27.7,162.9,65.9,291.9,25.2,lluvioso,lluvioso
11,22.1,16.7,15.3,81.2,25.9,177.9,72.2,274.8,23.7,parcialmente_nublado,lluvioso
11,21.1,16.4,15.2,79.6,27.7,174.8,84.5,296.9,25.7,lluvioso,parcialmente_nublado
11,23.1,16.9,15.4,78.9,22.3,177,77.2,267.6,23,lluvioso,lluvioso
11,23.1,17.1,15.7,81,24.1,169.6,89.1,214.2,18.4,parcialmente_nublado,lluvioso
11,22.1,17.1,16.1,82.5,24.1,174.2,82.4,240.7,20.9,lluvioso,parcialmente_nublado
11,22.2,18.1,16.1,82.1,27.7,177.4,83.8,237.2,20.4,parcialmente_nublado,lluvioso
12,23.1,17.9,15.8,78.8,27.7,172.5,73.1,279.3,24.2,lluvioso,parcialmente_nublado
12,23.1,17.1,16,81.7,31.7,168.5,72.9,283.5,24.4,parcialmente_nublado,lluvioso
12,22.2,17.1,16.5,84.5,24.1,167,66.6,293.6,25.4,parcialmente_nublado,parcialmente_nublado
12,22.1,17.9,16.2,81.9,20.5,171.9,97.1,315.7,27.1,nublado,parcialmente_nublado
12,21.1,18.7,16.9,84.5,16.6,185.9,97.9,207.5,18,lluvioso,nublado
12,22.1,18.1,16.8,83.3,35.3,163.4,92.9,268.2,23.1,lluvioso,lluvioso
12,23.1,17.1,16.2,83.2,25.2,180.7,89,277.9,24,lluvioso,lluvioso
12,22.1,17.9,16.2,82.4,27.7,174.4,90.2,272.3,23.5,lluvioso,lluvioso
12,23.1,17.7,16.2,81.1,20.5,187.1,79.3,297.6,25.6,parcialmente_nublado,lluvioso
12,24.1,16.9,16,78.1,24.1,175.2,70.7,290.4,25,parcialmente_nublado,parcialmente_nublado
12,22.1,18.1,16.3,79,24.1,166.2,85.4,290.8,25.1,parcialmente_nublado,parcialmente_nublado
12,24.1,17.9,16.8,81.2,25.9,163.8,62.5,275.4,23.7,lluvioso,parcialmente_nublado
12,23.1,18.1,17.1,82.4,29.5,168.8,75.1,268.1,23,lluvioso,lluvioso
12,22.1,18.7,17.1,82.8,22.3,195,84.1,270.3,23.3,lluvioso,lluvioso
12,24.1,19.1,17.3,82,20.5,173.7,93.8,271.5,23.6,lluvioso,lluvioso
12,22.2,18.1,16.7,78.7,20.5,162.4,100,234.3,20.3,lluvioso,lluvioso
12,24.1,19.1,17,79.1,25.9,163.1,86.4,269.4,23.1,parcialmente_nublado,lluvioso
12,25.1,18.1,17.1,79.2,24.1,168.5,67.7,299.2,25.8,parcialmente_nublado,parcialmente_nublado
12,25.1,19.1,17.3,77.8,24.1,168.8,69.5,273.4,23.6,parcialmente_nublado,parcialmente_nublado
12,25.1,18.1,17.9,81,24.1,169.7,69.7,293.5,25.3,parcialmente_nublado,parcialmente_nublado
12,26.1,18.1,18,77.2,25.9,176.6,66,290.7,25.1,parcialmente_nublado,parcialmente_nublado
12,24.1,18.1,18.3,85.2,31.7,166.8,65.3,301,26.1,parcialmente_nublado,parcialmente_nublado
12,23.1,19.1,18.2,84,29.5,168.9,80,268.1,23.1,parcialmente_nublado,parcialmente_nublado
12,24.1,19.9,18.2,82,27.7,168,88.3,297.1,25.4,parcialmente_nublado,parcialmente_nublado
12,24.1,20.1,18,80.2,25.9,170.7,92,259,22.4,nublado,parcialmente_nublado
12,23.1,18.1,17.7,82.5,27.7,161.3,88.3,206.7,17.8,lluvioso,nublado
12,25.1,19.9,18.2,81.1,33.5,161.4,86.4,221.1,19.2,lluvioso,lluvioso
12,25.1,20.1,18.6,81.5,29.5,163,74.5,259.9,22.4,lluvioso,lluvioso
12,23.1,20.1,18.3,82.6,29.5,162.3,95.8,234.1,20.2,nublado,lluvioso
12,23.1,19.9,18.1,83.7,22.3,162,96.1,234.7,20.3,lluvioso,nublado
12,25.4,18.1,18.2,79.4,25.9,168.6,79.7,249.6,21.6,lluvioso,lluvioso
1,25.1,20.1,18.3,78.1,27.7,165.9,79.5,175.6,15.1,parcialmente_nublado,lluvioso
1,24.1,20.9,18.9,81.3,35.3,161.6,72.1,194.7,16.7,parcialmente_nublado,parcialmente_nublado
1,25.1,18.9,18.9,83.3,25.9,172.7,80.8,200.6,17.5,parcialmente_nublado,parcialmente_nublado
1,25.1,20.9,18.4,77.2,18.4,184.8,92.9,154.4,13.1,nublado,parcialmente_nublado
1,26.1,20.6,18.7,79.5,24.1,170,88.9,166.1,14.3,lluvioso,nublado
1,25.1,19.9,17.9,77.7,31.7,169.8,85.9,231.9,20.2,lluvioso,lluvioso
1,25.1,21.1,18.7,79,20.5,177.1,85.1,193.5,16.7,lluvioso,lluvioso
1,24.1,20.1,19.2,84.9,22.3,189.5,71.8,227.6,19.5,lluvioso,lluvioso
1,27.1,20.1,19.2,80.1,24.1,170.9,70.3,234,20.5,lluvioso,lluvioso
1,26.1,20.7,19.3,81.2,25.9,169.5,79.2,198.5,17.1,lluvioso,lluvioso
1,25.1,20.1,19.1,81.5,24.1,174.8,77.3,231,20,lluvioso,lluvioso
1,24.2,20.1,19.2,84.4,24.1,177.6,73.7,204.5,17.6,lluvioso,lluvioso
1,25.1,20.1,19.1,84.2,20.5,186.7,74.1,207.8,17.8,lluvioso,lluvioso
1,24.1,19.1,19,83.1,16.6,220.2,79.3,220.4,19,lluvioso,lluvioso
1,25.1,19.1,18.7,82.6,20.5,176.6,83.2,177.4,15.4,lluvioso,lluvioso
1,26.2,19.1,18.4,80.6,24.1,173.8,62.5,274.6,23.7,parcialmente_nublado,lluvioso
1,24.1,19.1,18.2,83.5,20.5,188.3,80.6,250.1,21.6,lluvioso,parcialmente_nublado
1,23.1,17.7,17.9,87.4,18.4,299.4,82.9,272.6,23.7,lluvioso,lluvioso
1,24.1,18.7,18.2,86.5,14.8,271,87.2,242.4,21.1,lluvioso,lluvioso
1,24.2,19.1,18.3,83.1,13,222.8,90.6,186.8,16.1,lluvioso,lluvioso
1,26.1,19.4,18.2,79.6,18.4,201.4,86.2,245.3,21.4,lluvioso,lluvioso
1,23.1,20.1,19,88.1,14.8,187.6,91.2,117.3,10,lluvioso,lluvioso
1,25.1,19.1,18.7,82.6,13,239.9,71.5,213.7,18.4,parcialmente_nublado,lluvioso
1,27.1,19.1,19.2,80.7,20.5,210.2,68.7,268,23.2,lluvioso,parcialmente_nublado
1,27.1,20.1,19,78.5,29.5,190.5,56.2,270.1,23.3,lluvioso,lluvioso
1,25.1,19.9,19.4,84.5,29.5,177.1,83.6,240.5,20.9,lluvioso,lluvioso
1,25.4,19.9,19.4,82,29.5,174.2,65.7,254.5,22,lluvioso,lluvioso
1,25.1,20.1,19,84.2,18.4,195.5,72.5,235.2,20.4,lluvioso,lluvioso
1,27.1,20.2,19.1,82,25.9,179.8,75.6,228,19.7,lluvioso,lluvioso
1,26.1,18.9,19,83.6,25.9,197.2,54.6,253,21.9,lluvioso,lluvioso
1,25.1,20.1,19,82.2,27.7,173.1,76.8,268,23.2,lluvioso,lluvioso
2,25.1,19.8,19,84.3,29.5,172.4,71.5,236.3,20.5,lluvioso,lluvioso
2,25.1,19.7,19.1,83.7,24.1,166.1,80.2,215.6,18.6,parcialmente_nublado,lluvioso
2,26.1,20.7,18.6,75.4,25.9,166.8,83.4,112.9,10,lluvioso,parcialmente_nublado
2,27.1,20.9,18.7,77.8,25.9,167.9,81.5,147.9,12.9,lluvioso,lluvioso
2,25.2,20.7,19.3,80.9,27.7,166.5,70.4,246.7,21.3,lluvioso,lluvioso
2,27.1,22.1,19.8,76.9,22.3,173.7,68.6,254.4,22,lluvioso,lluvioso
2,27.7,21.9,19.9,78.3,24.1,173.7,70.9,252.8,21.9,lluvioso,lluvioso
2,27.1,20.1,19.8,83.3,16.6,187.9,53.7,251.6,21.7,lluvioso,lluvioso
2,26.1,19.7,19.6,82.2,24.1,174.1,53.6,271.3,23.6,lluvioso,lluvioso
2,25.4,20,19.7,83.1,29.5,167.4,70.3,206.9,17.8,lluvioso,lluvioso
2,26.1,19.7,19.7,83.3,27.7,172.1,78.5,227.3,19.8,lluvioso,lluvioso
2,27.4,22.1,19.8,76.8,18.4,178.5,68.3,243.2,21,lluvioso,lluvioso
2,29.1,20.5,19.7,75.9,20.5,183.1,87.4,234,20.2,lluvioso,lluvioso
2,26.2,21.1,19.9,81.6,25.9,165.9,78.3,227.2,19.8,lluvioso,lluvioso
2,27.1,22.1,20,79.5,27.7,160.6,79.7,244.2,21.1,lluvioso,lluvioso
2,29.1,22.1,20.6,79.7,20.5,179.7,88.1,238.2,20.7,lluvioso,lluvioso
2,28.2,21.1,21,85.2,22.3,176.8,80.8,233.9,20.2,lluvioso,lluvioso
2,24.1,21.1,20.6,89.6,18.4,211.1,90,94.7,8.3,lluvioso,lluvioso
2,29.1,20.7,20.2,83.4,20.5,180.1,81.3,177.6,15.3,lluvioso,lluvioso
2,29.1,20.2,19.7,79.4,18.4,176.4,45.5,286.4,24.7,lluvioso,lluvioso
2,27.1,20.1,20,82.4,22.3,174.2,63.9,299.1,25.9,lluvioso,lluvioso
2,25.1,20.1,19.6,86.8,18.4,187.3,63.9,239.3,20.8,lluvioso,lluvioso
2,24.1,19.6,19.5,90.2,14.8,229.2,77.5,211.4,18.2,lluvioso,lluvioso
2,28.1,19.1,19.1,80.5,20.5,183.2,73.4,245.4,21.2,lluvioso,lluvioso
2,26.1,18.9,19.5,87.2,24.1,173.4,66.3,265.4,22.8,lluvioso,lluvioso
2,26.1,19.1,19.3,82.8,22.3,174.3,83,241.3,20.7,lluvioso,lluvioso
2,25.1,19.9,19.6,84.4,29.5,169,74.1,242,20.9,lluvioso,lluvioso
2,25.1,19.1,19.3,85.9,27.7,171.5,75,269.2,23.3,lluvioso,lluvioso
3,25.1,19.7,19.1,84.4,24.1,186.3,76,262.3,22.6,lluvioso,lluvioso
3,25.1,18.7,19.1,85,29.5,170,77,250.1,21.7,lluvioso,lluvioso
3,25.2,19.1,19,83.7,25.9,169.7,78.7,260.9,22.7,lluvioso,lluvioso
3,25.1,20.4,19,81.2,24.1,175,83.5,235.2,20.5,lluvioso,lluvioso
3,25.1,19.1,18.8,83.6,18.4,189.7,85.5,178.8,15.3,lluvioso,lluvioso
3,24.2,19.1,18.4,84.2,18.4,193.9,85.7,185.8,16.1,lluvioso,lluvioso
